,timestamp,esgScore,governanceScore,environmentScore,socialScore
0,2018-02-01,46.73,51.61,47.15,46.18
1,2018-03-01,45.97,51.73,47.08,46.2
2,2018-04-01,45.42,49.56,47.63,45.43
3,2018-05-01,45.37,49.75,47.43,45.33
4,2018-06-01,45.43,49.95,47.51,45.31
5,2018-07-01,45.43,49.95,47.51,45.31
6,2018-08-01,45.18,49.79,47.43,45.07
7,2018-09-01,45.22,49.99,47.47,45.05
8,2018-10-01,45.22,49.99,47.47,45.05
9,2018-11-01,45.74,51.34,47.02,46.57
