,timestamp,esgScore,governanceScore,environmentScore,socialScore
0,2019-12-01,25.42,10.39,2.01,13.02
1,2020-01-01,25.42,10.39,2.01,13.02
2,2020-02-01,25.42,10.39,2.01,13.02
3,2020-03-01,25.42,10.39,2.01,13.02
