,timestamp,esgScore,governanceScore,environmentScore,socialScore
0,2019-12-01,30.0,8.27,7.99,13.75
1,2020-01-01,30.0,8.27,7.99,13.75
2,2020-02-01,29.17,8.1,7.99,13.09
3,2020-03-01,29.17,8.1,7.99,13.09
