Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,80.76498213988648,80.91587766773188,79.53898115897442,80.23686218261719,817600,0.0,0.0
2020-01-03 00:00:00-05:00,79.03914093229697,80.22741786012877,78.52987939179764,79.2277603149414,801500,0.0,0.0
2020-01-06 00:00:00-05:00,78.91657579943382,80.45378661842412,78.28471679976572,80.38777160644531,765000,0.0,0.0
2020-01-07 00:00:00-05:00,79.93508153188777,80.39718651305466,79.39752878376852,79.8124771118164,845300,0.0,0.0
2020-01-08 00:00:00-05:00,79.74645598518178,80.9347330405177,79.71816487352287,80.5857925415039,1182000,0.0,0.0
2020-01-09 00:00:00-05:00,80.74611422272697,81.79292843897998,79.9916510631431,81.72691345214844,795400,0.0,0.0
2020-01-10 00:00:00-05:00,82.08526611328125,82.41534099362684,81.67031072365094,82.08526611328125,965100,0.0,0.0
2020-01-13 00:00:00-05:00,82.01928575136023,82.2833457670765,80.63296347375405,81.24596405029297,1026200,0.0,0.0
2020-01-14 00:00:00-05:00,81.67033036019035,83.91485447639168,81.12334488690647,83.77339172363281,1921800,0.0,0.0
2020-01-15 00:00:00-05:00,83.73566413850311,86.4234275416288,83.63192527074263,86.1688003540039,1434900,0.0,0.0
2020-01-16 00:00:00-05:00,86.66864052302454,86.66864052302454,85.38605725803447,86.2536849975586,1205000,0.0,0.0
2020-01-17 00:00:00-05:00,85.81985973509427,86.36684518330539,85.26344871353392,85.8764419555664,1455500,0.0,0.0
2020-01-21 00:00:00-05:00,85.65012600647592,86.16882046634484,85.06541654217784,86.05564880371094,1205600,0.0,0.0
2020-01-22 00:00:00-05:00,86.35742301203415,87.15903574583224,85.98019137404238,86.7912368774414,1551600,0.0,0.0
2020-01-23 00:00:00-05:00,86.94213075277285,86.94213075277285,85.50865199475824,85.97076416015625,1552900,0.0,0.0
2020-01-24 00:00:00-05:00,86.32913690396154,86.32913690396154,81.17994525282849,83.8582763671875,2306800,0.0,0.0
2020-01-27 00:00:00-05:00,82.93404570995551,83.22639675590321,81.6043060588508,82.53794860839844,1622700,0.0,0.0
2020-01-28 00:00:00-05:00,83.26413112785193,84.59386375148216,82.83031729059907,84.0374526977539,1144800,0.0,0.0
2020-01-29 00:00:00-05:00,84.39581810707367,85.67840126582473,84.12232536931555,84.74475860595703,1691200,0.0,0.0
2020-01-30 00:00:00-05:00,84.24492964114548,87.10244703443273,81.95325606517642,83.82054138183594,2138300,0.0,0.0
2020-01-31 00:00:00-05:00,84.20721181046933,84.20721181046933,80.41604429138329,80.68953704833984,1217800,0.0,0.0
2020-02-03 00:00:00-05:00,81.04792231218784,81.97213240452538,80.38776505113634,80.82157897949219,1014600,0.0,0.0
2020-02-04 00:00:00-05:00,82.18904478271219,84.06576332177369,82.0570147666031,83.07553100585938,1498600,0.0,0.0
2020-02-05 00:00:00-05:00,84.05630842239292,87.20618402272422,84.05630842239292,86.23481750488281,1608200,0.0,0.0
2020-02-06 00:00:00-05:00,86.87611420609412,88.42275738917097,86.33856148020881,87.21562194824219,1246100,0.0,0.0
2020-02-07 00:00:00-05:00,88.55478689653367,89.32810848386472,86.53660599313079,86.70635986328125,1467200,0.0,0.0
2020-02-10 00:00:00-05:00,86.4800059968395,88.81883601120528,86.15936383415458,88.2718505859375,1371600,0.0,0.0
2020-02-11 00:00:00-05:00,88.96031702323054,89.22437702205234,87.44196483490994,89.18665313720703,1156100,0.0,0.0
2020-02-12 00:00:00-05:00,89.59216114352024,91.94984959466551,88.68680964169175,90.3277587890625,1315100,0.0,0.0
2020-02-13 00:00:00-05:00,89.91098230978866,90.44143550744873,89.43736777099697,89.53208923339844,1155600,0.42,0.0
2020-02-14 00:00:00-05:00,89.19111123656072,89.74049871898333,85.46849992872255,89.38055419921875,1602200,0.0,0.0
2020-02-18 00:00:00-05:00,89.31421900108235,89.88255492851515,88.22490425787915,89.33316040039062,1566000,0.0,0.0
2020-02-19 00:00:00-05:00,89.59838926235878,90.17619954095652,88.88796749950424,90.10989379882812,915800,0.0,0.0
2020-02-20 00:00:00-05:00,89.9867530851903,91.87173673158067,88.99215976564054,91.4360122680664,1808100,0.0,0.0
2020-02-21 00:00:00-05:00,91.0760822710053,92.25064436839797,90.27093895607311,91.8812255859375,1213700,0.0,0.0
2020-02-24 00:00:00-05:00,89.72154630758557,90.97188849739631,89.03954016281881,89.92046356201172,1541700,0.0,0.0
2020-02-25 00:00:00-05:00,90.32777581862719,90.71613602723203,87.88392278260008,88.02600860595703,2239400,0.0,0.0
2020-02-26 00:00:00-05:00,88.85008591360496,89.99623217280558,88.22491128488608,88.76483154296875,1907100,0.0,0.0
2020-02-27 00:00:00-05:00,87.19243015902882,88.03546336979217,81.99213787586359,82.02055358886719,2568100,0.0,0.0
2020-02-28 00:00:00-05:00,79.14099806524857,80.51447743668992,77.17075970648708,79.870361328125,3827500,0.0,0.0
2020-03-02 00:00:00-05:00,80.0692984590232,83.6592986819932,79.46307223302799,82.56051635742188,4528000,0.0,0.0
2020-03-03 00:00:00-05:00,82.80675495204258,84.25601412211617,79.99348375047218,81.33855438232422,2190400,0.0,0.0
2020-03-04 00:00:00-05:00,84.58756322924019,85.65792953221737,83.34668816896314,85.61056518554688,1411300,0.0,0.0
2020-03-05 00:00:00-05:00,83.35617630927848,85.32641493829003,80.75129579961353,82.38053131103516,1365800,0.0,0.0
2020-03-06 00:00:00-05:00,79.84193803642324,81.67956471853108,78.98943044025032,81.28172302246094,1760100,0.0,0.0
2020-03-09 00:00:00-04:00,75.48471020258636,81.30069790960707,73.4671070355214,78.87578582763672,3673000,0.0,0.0
2020-03-10 00:00:00-04:00,80.84600897164297,81.71745808177974,76.62136770107371,81.52801513671875,2214400,0.0,0.0
2020-03-11 00:00:00-04:00,79.64301126120348,81.57535917212135,78.66736660620695,80.47657012939453,2384900,0.0,0.0
2020-03-12 00:00:00-04:00,76.21406169685575,79.83247700553163,74.91635507193715,76.24247741699219,7108200,0.0,0.0
2020-03-13 00:00:00-04:00,79.28305764090295,85.411629903993,76.40348808630111,85.25060272216797,2835300,0.0,0.0
2020-03-16 00:00:00-04:00,71.9894143809443,82.80676938638942,71.9894143809443,76.25194549560547,2777400,0.0,0.0
2020-03-17 00:00:00-04:00,78.42108727765124,84.99485864069224,77.86221842753685,84.77699279785156,3792400,0.0,0.0
2020-03-18 00:00:00-04:00,80.41974009931495,85.97050237960362,74.01647031020006,80.48604583740234,3229200,0.0,0.0
2020-03-19 00:00:00-04:00,78.70526773394032,82.16265562640538,76.12881047947151,81.46170806884766,2189100,0.0,0.0
2020-03-20 00:00:00-04:00,82.2573653033819,83.00567710254056,75.13420619427657,76.35613250732422,3203800,0.0,0.0
2020-03-23 00:00:00-04:00,76.05302609292524,76.05302609292524,68.25732733949944,70.02864837646484,2234800,0.0,0.0
2020-03-24 00:00:00-04:00,73.60916851194045,76.365608512689,72.14096782243263,75.63623809814453,1951800,0.0,0.0
2020-03-25 00:00:00-04:00,75.34260284012396,77.1707552766396,71.14637767375827,71.37371063232422,2284100,0.0,0.0
2020-03-26 00:00:00-04:00,71.86628028765898,80.68498161627416,71.61052436277315,79.71881103515625,3263800,0.0,0.0
2020-03-27 00:00:00-04:00,76.66873220214747,79.6240826209323,75.94883600128071,77.46440124511719,1600500,0.0,0.0
2020-03-30 00:00:00-04:00,79.1220525096212,83.87714705587686,78.08957616887866,83.45088958740234,1770200,0.0,0.0
2020-03-31 00:00:00-04:00,83.58349136677228,85.94209696150958,82.51312511606868,83.82977294921875,2074700,0.0,0.0
2020-04-01 00:00:00-04:00,83.55507493081318,84.02868946316795,79.74721727046595,81.6795654296875,1336300,0.0,0.0
2020-04-02 00:00:00-04:00,80.17347268714533,81.96373515805023,75.77833011841977,79.46305084228516,2570500,0.0,0.0
2020-04-03 00:00:00-04:00,78.8757675870073,80.16399980010672,76.14775025580053,77.04761505126953,1517200,0.0,0.0
2020-04-06 00:00:00-04:00,80.81756835403792,82.24788599698269,78.68630335817534,81.73638153076172,1514800,0.0,0.0
2020-04-07 00:00:00-04:00,84.18024370364172,84.71068963026435,82.04897845688242,82.5983657836914,1311100,0.0,0.0
2020-04-08 00:00:00-04:00,82.35212162410366,84.42654897688058,80.66605454511773,83.66876983642578,1729500,0.0,0.0
2020-04-09 00:00:00-04:00,83.52665531774697,84.69175019276064,82.0868703863549,83.17617797851562,1348700,0.0,0.0
2020-04-13 00:00:00-04:00,82.93936566461379,82.93936566461379,79.77562439793084,80.94071197509766,2118700,0.0,0.0
2020-04-14 00:00:00-04:00,82.96780174831122,85.15590610369036,82.47524574653572,84.70123291015625,985300,0.0,0.0
2020-04-15 00:00:00-04:00,83.29935096976196,84.97594373179112,81.07335622603586,83.66876983642578,967600,0.0,0.0
2020-04-16 00:00:00-04:00,83.60242997134783,84.54965893064818,81.02596604576554,81.72691345214844,1674000,0.0,0.0
2020-04-17 00:00:00-04:00,84.07605151473638,85.14641772703168,82.67414935740486,84.48336029052734,1669500,0.0,0.0
2020-04-20 00:00:00-04:00,83.34669027737556,85.35481866237821,82.50365691816434,84.89067840576172,1032000,0.0,0.0
2020-04-21 00:00:00-04:00,83.77293994331805,83.94344146230274,79.97454940897163,81.05438995361328,1257800,0.0,0.0
2020-04-22 00:00:00-04:00,82.38998347389676,83.47929106724807,81.64167167966099,81.93531036376953,911000,0.0,0.0
2020-04-23 00:00:00-04:00,82.77835722314023,84.43600828335587,82.29526831923471,82.65522003173828,1036400,0.0,0.0
2020-04-24 00:00:00-04:00,82.81625570555468,84.72965565903318,81.21543592010369,84.01923370361328,1325800,0.0,0.0
2020-04-27 00:00:00-04:00,84.86225123997086,86.5293764723949,84.07605658266385,85.98945617675781,1913100,0.0,0.0
2020-04-28 00:00:00-04:00,87.14507694840576,87.22085701061526,84.53072261645393,84.805419921875,1457100,0.0,0.0
2020-04-29 00:00:00-04:00,85.28849950751822,86.46306143686171,83.68768019470183,84.62543487548828,1879900,0.0,0.0
2020-04-30 00:00:00-04:00,84.02869398305536,86.22626524231704,83.93397251684621,84.9285659790039,1683700,0.0,0.0
2020-05-01 00:00:00-04:00,83.68769014073138,83.68769014073138,80.61866985818774,81.82164764404297,1120800,0.0,0.0
2020-05-04 00:00:00-04:00,81.43328502273772,82.4562941617928,80.80811036216484,81.85953521728516,1354000,0.0,0.0
2020-05-05 00:00:00-04:00,82.88253711665264,84.72963076739597,81.09227489307564,83.3277359008789,1349600,0.0,0.0
2020-05-06 00:00:00-04:00,83.6876763195359,83.8865935318989,80.70390368052432,80.98807525634766,1362800,0.0,0.0
2020-05-07 00:00:00-04:00,82.03002893208337,85.08958174372881,82.03002893208337,84.05709838867188,1755300,0.0,0.0
2020-05-08 00:00:00-04:00,85.76212967537263,87.52397650471022,82.49418471208551,83.44141387939453,1175300,0.0,0.0
2020-05-11 00:00:00-04:00,84.36970019237842,87.01247039094149,83.84872126860286,85.85684967041016,1264200,0.0,0.0
2020-05-12 00:00:00-04:00,86.63356506417237,87.13559528710886,83.85818375411958,83.90554809570312,1141900,0.0,0.0
2020-05-13 00:00:00-04:00,83.51718537993716,84.30338724258273,79.25465456430095,79.7093276977539,1520700,0.0,0.0
2020-05-14 00:00:00-04:00,78.62947934323304,79.70931979803213,77.20863587883598,79.59564971923828,1488200,0.0,0.0
2020-05-15 00:00:00-04:00,79.35764776296648,81.69953523193752,79.06253407676039,81.63289642333984,1694200,0.42,0.0
2020-05-18 00:00:00-04:00,83.80344341385971,85.67885961417501,83.63208540410788,84.91726684570312,1066800,0.0,0.0
2020-05-19 00:00:00-04:00,84.54598512744558,86.0501267216569,84.25087140490415,85.32661437988281,983700,0.0,0.0
2020-05-20 00:00:00-04:00,85.67885030384703,90.5625421564553,84.7458996270028,88.27777862548828,2352700,0.0,0.0
2020-05-21 00:00:00-04:00,87.74466294641695,88.79184746709375,86.81171951026512,87.8208236694336,1076900,0.0,0.0
2020-05-22 00:00:00-04:00,87.73515494295215,89.19169438121314,87.73515494295215,88.66809844970703,1027100,0.0,0.0
2020-05-26 00:00:00-04:00,90.43878936181012,90.43878936181012,86.2405220746278,86.42140197753906,1024800,0.0,0.0
2020-05-27 00:00:00-04:00,86.59275619193438,88.96320232326728,86.39283974838449,88.84896850585938,1166100,0.0,0.0
2020-05-28 00:00:00-04:00,89.82953437736498,91.85726498633036,89.32498220211215,89.86761474609375,1312700,0.0,0.0
2020-05-29 00:00:00-04:00,90.15319513477745,91.00998516433262,89.11553245565663,90.76246643066406,1582100,0.0,0.0
2020-06-01 00:00:00-04:00,90.2864905708484,91.26704379203274,90.2864905708484,90.58161163330078,1012600,0.0,0.0
2020-06-02 00:00:00-04:00,90.29600350857667,93.99923391644951,89.78192944060086,93.92308044433594,2078000,0.0,0.0
2020-06-03 00:00:00-04:00,94.32291525322775,95.18922002803886,93.91356037237989,94.71322631835938,1168000,0.0,0.0
2020-06-04 00:00:00-04:00,93.91354728000198,95.18920675782275,93.48514864316043,94.67513275146484,1473400,0.0,0.0
2020-06-05 00:00:00-04:00,94.78937635935138,97.30262228182627,93.78027213288266,94.21818542480469,1474000,0.0,0.0
2020-06-08 00:00:00-04:00,93.28522807125455,98.04516429458953,93.06627507230947,97.38829803466797,1357100,0.0,0.0
2020-06-09 00:00:00-04:00,96.15073086772792,96.72192187571073,94.77035199317879,95.10354614257812,953600,0.0,0.0
2020-06-10 00:00:00-04:00,95.56049855035477,95.75090040006857,92.27614472098664,92.29518127441406,905000,0.0,0.0
2020-06-11 00:00:00-04:00,91.19087779747043,91.19087779747043,88.12547707695278,89.02034759521484,1305200,0.0,0.0
2020-06-12 00:00:00-04:00,90.89576111902565,91.04807532784773,88.17307654488539,90.31504821777344,1545600,0.0,0.0
2020-06-15 00:00:00-04:00,88.9536965887085,91.87629734048039,88.43962256963336,91.5906982421875,1151000,0.0,0.0
2020-06-16 00:00:00-04:00,93.76124373152491,94.7417896619087,91.99054645920717,94.35147857666016,1157300,0.0,0.0
2020-06-17 00:00:00-04:00,94.74177319693771,95.65568739931605,93.88499043472395,95.3415298461914,1166200,0.0,0.0
2020-06-18 00:00:00-04:00,94.89410453187324,95.98889149690599,93.99923404971105,95.43673706054688,856400,0.0,0.0
2020-06-19 00:00:00-04:00,96.85518799875408,98.40693198026159,96.19832168620465,97.2455062866211,1739700,0.0,0.0
2020-06-22 00:00:00-04:00,96.90278952204959,96.96942834347752,95.32248709520603,96.84567260742188,936400,0.0,0.0
2020-06-23 00:00:00-04:00,97.35972062016039,97.86427990021184,96.00790063827299,96.62669372558594,2404400,0.0,0.0
2020-06-24 00:00:00-04:00,95.90320648810093,96.58863856279835,93.29476310435783,94.09442901611328,1394400,0.0,0.0
2020-06-25 00:00:00-04:00,93.80882523694827,96.0364719334858,93.751708325679,95.83655548095703,985000,0.0,0.0
2020-06-26 00:00:00-04:00,95.6461706375773,96.10312050025978,93.4851552762369,94.41810607910156,2830100,0.0,0.0
2020-06-29 00:00:00-04:00,94.82747085904786,95.788980221101,93.70412537298132,94.23723602294922,1103100,0.0,0.0
2020-06-30 00:00:00-04:00,93.96114168568953,96.34110988708072,93.83738595392835,95.93175506591797,1036400,0.0,0.0
2020-07-01 00:00:00-04:00,96.10311368143014,96.59815113781328,94.37049711026238,94.67513275146484,1001100,0.0,0.0
2020-07-02 00:00:00-04:00,95.38912011911884,96.74094754220403,94.93217030369581,95.2844009399414,734000,0.0,0.0
2020-07-06 00:00:00-04:00,96.06505045947573,96.5886391631163,95.11306307494303,95.88417053222656,975100,0.0,0.0
2020-07-07 00:00:00-04:00,95.11306064356175,95.60809087510583,93.2090859231678,93.58036041259766,1022100,0.0,0.0
2020-07-08 00:00:00-04:00,93.62795142564846,94.01826971294783,91.29558539797266,92.54268646240234,934600,0.0,0.0
